r,t,f,y,UseByTechnologyAnnual
RE1,DEMCOMELC,ELC003,2015,152.8569
RE1,DEMCOMELC,ELC003,2016,152.8569
RE1,DEMCOMELC,ELC003,2017,152.8569
RE1,DEMCOMELC,ELC003,2018,152.8569
RE1,DEMCOMELC,ELC003,2019,152.8569
RE1,DEMCOMELC,ELC003,2020,152.8569
RE1,DEMCOMELC,ELC003,2021,152.8569
RE1,DEMCOMELC,ELC003,2022,225.4689
RE1,DEMCOMELC,ELC003,2023,231.9071
RE1,DEMCOMELC,ELC003,2024,238.3453
RE1,DEMCOMELC,ELC003,2025,244.7836
RE1,DEMCOMELC,ELC003,2026,251.7406
RE1,DEMCOMELC,ELC003,2027,258.6977
RE1,DEMCOMELC,ELC003,2028,265.6548
RE1,DEMCOMELC,ELC003,2029,272.6118
RE1,DEMCOMELC,ELC003,2030,279.5689
RE1,DEMCOMELC,ELC003,2031,287.5207
RE1,DEMCOMELC,ELC003,2032,295.4726
RE1,DEMCOMELC,ELC003,2033,303.4244
RE1,DEMCOMELC,ELC003,2034,311.3763
RE1,DEMCOMELC,ELC003,2035,319.3281
RE1,DEMCOMELC,ELC003,2036,325.7299
RE1,DEMCOMELC,ELC003,2037,332.1317
RE1,DEMCOMELC,ELC003,2038,338.5335
RE1,DEMCOMELC,ELC003,2039,344.9353
RE1,DEMCOMELC,ELC003,2040,351.3371
RE1,DEMCOMELC,ELC003,2041,357.6059
RE1,DEMCOMELC,ELC003,2042,363.8748
RE1,DEMCOMELC,ELC003,2043,370.1436
RE1,DEMCOMELC,ELC003,2044,376.4125
RE1,DEMCOMELC,ELC003,2045,382.6814
RE1,DEMCOMELC,ELC003,2046,387.0464
RE1,DEMCOMELC,ELC003,2047,391.4115
RE1,DEMCOMELC,ELC003,2048,395.7765
RE1,DEMCOMELC,ELC003,2049,400.1416
RE1,DEMCOMELC,ELC003,2050,404.5066
RE1,DEMCOMELC,ELC003,2051,409.0188
RE1,DEMCOMELC,ELC003,2052,413.5814
RE1,DEMCOMELC,ELC003,2053,418.1948
RE1,DEMCOMELC,ELC003,2054,422.8597
RE1,DEMCOMELC,ELC003,2055,427.5766
RE1,DEMCOMELC,ELC003,2056,432.3462
RE1,DEMCOMELC,ELC003,2057,437.1689
RE1,DEMCOMELC,ELC003,2058,442.0455
RE1,DEMCOMELC,ELC003,2059,446.9764
RE1,DEMCOMELC,ELC003,2060,451.9624
RE1,DEMCOMELC,ELC003,2061,457.004
RE1,DEMCOMELC,ELC003,2062,462.1018
RE1,DEMCOMELC,ELC003,2063,467.2564
RE1,DEMCOMELC,ELC003,2064,472.4686
RE1,DEMCOMELC,ELC003,2065,477.7389
RE1,DEMCOMELC,ELC003,2066,483.068
RE1,DEMCOMELC,ELC003,2067,488.4566
RE1,DEMCOMELC,ELC003,2068,493.9052
RE1,DEMCOMELC,ELC003,2069,499.4147
RE1,DEMCOMELC,ELC003,2070,504.9856
RE1,DEMCOMHEBIO,BIO,2015,37.1452
RE1,DEMCOMHEBIO,BIO,2016,37.1452
RE1,DEMCOMHEBIO,BIO,2017,37.1452
RE1,DEMCOMHEBIO,BIO,2018,37.1452
RE1,DEMCOMHEBIO,BIO,2019,37.1452
RE1,DEMCOMHEBIO,BIO,2020,37.1452
RE1,DEMCOMHEBIO,BIO,2021,37.1452
RE1,DEMCOMHEBIO,BIO,2022,54.1632
RE1,DEMCOMHEBIO,BIO,2023,55.1005
RE1,DEMCOMHEBIO,BIO,2024,56.0377
RE1,DEMCOMHEBIO,BIO,2025,56.9749
RE1,DEMCOMHEBIO,BIO,2026,58.0376
RE1,DEMCOMHEBIO,BIO,2027,59.1002
RE1,DEMCOMHEBIO,BIO,2028,60.1628
RE1,DEMCOMHEBIO,BIO,2029,61.2255
RE1,DEMCOMHEBIO,BIO,2030,62.2882
RE1,DEMCOMHEBIO,BIO,2031,63.1627
RE1,DEMCOMHEBIO,BIO,2032,64.0372
RE1,DEMCOMHEBIO,BIO,2033,64.9117
RE1,DEMCOMHEBIO,BIO,2034,65.7862
RE1,DEMCOMHEBIO,BIO,2035,66.6607
RE1,DEMCOMHEBIO,BIO,2036,67.4661
RE1,DEMCOMHEBIO,BIO,2037,68.2713
RE1,DEMCOMHEBIO,BIO,2038,69.0767
RE1,DEMCOMHEBIO,BIO,2039,69.8821
RE1,DEMCOMHEBIO,BIO,2040,70.6874
RE1,DEMCOMHEBIO,BIO,2041,71.4435
RE1,DEMCOMHEBIO,BIO,2042,72.1996
RE1,DEMCOMHEBIO,BIO,2043,72.9557
RE1,DEMCOMHEBIO,BIO,2044,73.7118
RE1,DEMCOMHEBIO,BIO,2045,74.4679
RE1,DEMCOMHEBIO,BIO,2046,75.0634
RE1,DEMCOMHEBIO,BIO,2047,75.659
RE1,DEMCOMHEBIO,BIO,2048,76.2545
RE1,DEMCOMHEBIO,BIO,2049,76.85
RE1,DEMCOMHEBIO,BIO,2050,77.4455
RE1,DEMCOMHEBIO,BIO,2051,78.0551
RE1,DEMCOMHEBIO,BIO,2052,78.6696
RE1,DEMCOMHEBIO,BIO,2053,79.2889
RE1,DEMCOMHEBIO,BIO,2054,79.9131
RE1,DEMCOMHEBIO,BIO,2055,80.5421
RE1,DEMCOMHEBIO,BIO,2056,81.1761
RE1,DEMCOMHEBIO,BIO,2057,81.8151
RE1,DEMCOMHEBIO,BIO,2058,82.4591
RE1,DEMCOMHEBIO,BIO,2059,83.1083
RE1,DEMCOMHEBIO,BIO,2060,83.7626
RE1,DEMCOMHEBIO,BIO,2061,84.422
RE1,DEMCOMHEBIO,BIO,2062,85.0865
RE1,DEMCOMHEBIO,BIO,2063,85.7562
RE1,DEMCOMHEBIO,BIO,2064,86.4313
RE1,DEMCOMHEBIO,BIO,2065,87.1117
RE1,DEMCOMHEBIO,BIO,2066,87.7974
RE1,DEMCOMHEBIO,BIO,2067,88.4885
RE1,DEMCOMHEBIO,BIO,2068,89.1851
RE1,DEMCOMHEBIO,BIO,2069,89.8872
RE1,DEMCOMHEBIO,BIO,2070,90.5948
RE1,DEMINDELC,ELC003,2015,384.5179
RE1,DEMINDELC,ELC003,2016,384.5179
RE1,DEMINDELC,ELC003,2017,384.5179
RE1,DEMINDELC,ELC003,2018,384.5179
RE1,DEMINDELC,ELC003,2019,384.5179
RE1,DEMINDELC,ELC003,2020,384.5179
RE1,DEMINDELC,ELC003,2021,384.5179
RE1,DEMINDELC,ELC003,2022,436.9984
RE1,DEMINDELC,ELC003,2023,449.4769
RE1,DEMINDELC,ELC003,2024,461.9553
RE1,DEMINDELC,ELC003,2025,474.4337
RE1,DEMINDELC,ELC003,2026,487.9177
RE1,DEMINDELC,ELC003,2027,501.4017
RE1,DEMINDELC,ELC003,2028,514.8857
RE1,DEMINDELC,ELC003,2029,528.3698
RE1,DEMINDELC,ELC003,2030,541.8538
RE1,DEMINDELC,ELC003,2031,557.2659
RE1,DEMINDELC,ELC003,2032,572.6779
RE1,DEMINDELC,ELC003,2033,588.09
RE1,DEMINDELC,ELC003,2034,603.5021
RE1,DEMINDELC,ELC003,2035,618.9142
RE1,DEMINDELC,ELC003,2036,631.322
RE1,DEMINDELC,ELC003,2037,643.7298
RE1,DEMINDELC,ELC003,2038,656.1375
RE1,DEMINDELC,ELC003,2039,668.5453
RE1,DEMINDELC,ELC003,2040,680.9531
RE1,DEMINDELC,ELC003,2041,693.1033
RE1,DEMINDELC,ELC003,2042,705.2534
RE1,DEMINDELC,ELC003,2043,717.4036
RE1,DEMINDELC,ELC003,2044,729.5537
RE1,DEMINDELC,ELC003,2045,741.7039
RE1,DEMINDELC,ELC003,2046,750.1641
RE1,DEMINDELC,ELC003,2047,758.6244
RE1,DEMINDELC,ELC003,2048,767.0846
RE1,DEMINDELC,ELC003,2049,775.5448
RE1,DEMINDELC,ELC003,2050,784.0051
RE1,DEMINDELC,ELC003,2051,792.7505
RE1,DEMINDELC,ELC003,2052,801.5935
RE1,DEMINDELC,ELC003,2053,810.5352
RE1,DEMINDELC,ELC003,2054,819.5766
RE1,DEMINDELC,ELC003,2055,828.7188
RE1,DEMINDELC,ELC003,2056,837.9631
RE1,DEMINDELC,ELC003,2057,847.3104
RE1,DEMINDELC,ELC003,2058,856.762
RE1,DEMINDELC,ELC003,2059,866.3191
RE1,DEMINDELC,ELC003,2060,875.9827
RE1,DEMINDELC,ELC003,2061,885.7542
RE1,DEMINDELC,ELC003,2062,895.6346
RE1,DEMINDELC,ELC003,2063,905.6253
RE1,DEMINDELC,ELC003,2064,915.7274
RE1,DEMINDELC,ELC003,2065,925.9422
RE1,DEMINDELC,ELC003,2066,936.2709
RE1,DEMINDELC,ELC003,2067,946.7149
RE1,DEMINDELC,ELC003,2068,957.2754
RE1,DEMINDELC,ELC003,2069,967.9536
RE1,DEMINDELC,ELC003,2070,978.751
RE1,DEMINDHEBIO,BIO,2015,468.821
RE1,DEMINDHEBIO,BIO,2016,468.821
RE1,DEMINDHEBIO,BIO,2017,468.821
RE1,DEMINDHEBIO,BIO,2018,468.821
RE1,DEMINDHEBIO,BIO,2019,468.821
RE1,DEMINDHEBIO,BIO,2020,468.821
RE1,DEMINDHEBIO,BIO,2021,468.821
RE1,DEMINDHEBIO,BIO,2022,525.1725
RE1,DEMINDHEBIO,BIO,2023,532.741
RE1,DEMINDHEBIO,BIO,2024,540.2994
RE1,DEMINDHEBIO,BIO,2025,547.8484
RE1,DEMINDHEBIO,BIO,2026,556.1827
RE1,DEMINDHEBIO,BIO,2027,564.5065
RE1,DEMINDHEBIO,BIO,2028,572.8203
RE1,DEMINDHEBIO,BIO,2029,581.1247
RE1,DEMINDHEBIO,BIO,2030,589.42
RE1,DEMINDHEBIO,BIO,2031,596.8992
RE1,DEMINDHEBIO,BIO,2032,604.3638
RE1,DEMINDHEBIO,BIO,2033,611.8149
RE1,DEMINDHEBIO,BIO,2034,619.2529
RE1,DEMINDHEBIO,BIO,2035,626.6788
RE1,DEMINDHEBIO,BIO,2036,633.1984
RE1,DEMINDHEBIO,BIO,2037,639.711
RE1,DEMINDHEBIO,BIO,2038,646.2168
RE1,DEMINDHEBIO,BIO,2039,652.7162
RE1,DEMINDHEBIO,BIO,2040,659.2095
RE1,DEMINDHEBIO,BIO,2041,665.975
RE1,DEMINDHEBIO,BIO,2042,672.736
RE1,DEMINDHEBIO,BIO,2043,679.4926
RE1,DEMINDHEBIO,BIO,2044,686.2449
RE1,DEMINDHEBIO,BIO,2045,692.9931
RE1,DEMINDHEBIO,BIO,2046,698.1811
RE1,DEMINDHEBIO,BIO,2047,703.3673
RE1,DEMINDHEBIO,BIO,2048,708.5517
RE1,DEMINDHEBIO,BIO,2049,713.7343
RE1,DEMINDHEBIO,BIO,2050,718.9153
RE1,DEMINDHEBIO,BIO,2051,724.2186
RE1,DEMINDHEBIO,BIO,2052,729.5622
RE1,DEMINDHEBIO,BIO,2053,734.9465
RE1,DEMINDHEBIO,BIO,2054,740.3717
RE1,DEMINDHEBIO,BIO,2055,745.8382
RE1,DEMINDHEBIO,BIO,2056,751.3462
RE1,DEMINDHEBIO,BIO,2057,756.8962
RE1,DEMINDHEBIO,BIO,2058,762.4884
RE1,DEMINDHEBIO,BIO,2059,768.1232
RE1,DEMINDHEBIO,BIO,2060,773.8009
RE1,DEMINDHEBIO,BIO,2061,779.5219
RE1,DEMINDHEBIO,BIO,2062,785.2864
RE1,DEMINDHEBIO,BIO,2063,791.0947
RE1,DEMINDHEBIO,BIO,2064,796.9472
RE1,DEMINDHEBIO,BIO,2065,802.8444
RE1,DEMINDHEBIO,BIO,2066,808.7866
RE1,DEMINDHEBIO,BIO,2067,814.7739
RE1,DEMINDHEBIO,BIO,2068,820.807
RE1,DEMINDHEBIO,BIO,2069,826.8859
RE1,DEMINDHEBIO,BIO,2070,833.0112
RE1,DEMINDHECOA,COA,2015,711.9134
RE1,DEMINDHECOA,COA,2016,711.9134
RE1,DEMINDHECOA,COA,2017,711.9134
RE1,DEMINDHECOA,COA,2018,711.9134
RE1,DEMINDHECOA,COA,2019,711.9134
RE1,DEMINDHECOA,COA,2020,711.9134
RE1,DEMINDHECOA,COA,2021,711.9134
RE1,DEMINDHECOA,COA,2022,797.4842
RE1,DEMINDHECOA,COA,2023,808.9771
RE1,DEMINDHECOA,COA,2024,820.4548
RE1,DEMINDHECOA,COA,2025,831.918
RE1,DEMINDHECOA,COA,2026,844.5738
RE1,DEMINDHECOA,COA,2027,857.2136
RE1,DEMINDHECOA,COA,2028,869.8382
RE1,DEMINDHECOA,COA,2029,882.4485
RE1,DEMINDHECOA,COA,2030,895.0453
RE1,DEMINDHECOA,COA,2031,906.4024
RE1,DEMINDHECOA,COA,2032,917.7378
RE1,DEMINDHECOA,COA,2033,929.0522
RE1,DEMINDHECOA,COA,2034,940.3471
RE1,DEMINDHECOA,COA,2035,951.6236
RE1,DEMINDHECOA,COA,2036,961.5236
RE1,DEMINDHECOA,COA,2037,971.4131
RE1,DEMINDHECOA,COA,2038,981.2923
RE1,DEMINDHECOA,COA,2039,991.1618
RE1,DEMINDHECOA,COA,2040,1001.022
RE1,DEMINDHECOA,COA,2041,1011.2955
RE1,DEMINDHECOA,COA,2042,1021.5622
RE1,DEMINDHECOA,COA,2043,1031.8221
RE1,DEMINDHECOA,COA,2044,1042.0757
RE1,DEMINDHECOA,COA,2045,1052.3228
RE1,DEMINDHECOA,COA,2046,1060.201
RE1,DEMINDHECOA,COA,2047,1068.0763
RE1,DEMINDHECOA,COA,2048,1075.949
RE1,DEMINDHECOA,COA,2049,1083.8189
RE1,DEMINDHECOA,COA,2050,1091.6863
RE1,DEMINDHECOA,COA,2051,1099.7394
RE1,DEMINDHECOA,COA,2052,1107.8538
RE1,DEMINDHECOA,COA,2053,1116.0299
RE1,DEMINDHECOA,COA,2054,1124.2682
RE1,DEMINDHECOA,COA,2055,1132.5691
RE1,DEMINDHECOA,COA,2056,1140.9332
RE1,DEMINDHECOA,COA,2057,1149.361
RE1,DEMINDHECOA,COA,2058,1157.853
RE1,DEMINDHECOA,COA,2059,1166.4095
RE1,DEMINDHECOA,COA,2060,1175.0311
RE1,DEMINDHECOA,COA,2061,1183.7184
RE1,DEMINDHECOA,COA,2062,1192.4719
RE1,DEMINDHECOA,COA,2063,1201.292
RE1,DEMINDHECOA,COA,2064,1210.1793
RE1,DEMINDHECOA,COA,2065,1219.1342
RE1,DEMINDHECOA,COA,2066,1228.1574
RE1,DEMINDHECOA,COA,2067,1237.2494
RE1,DEMINDHECOA,COA,2068,1246.4106
RE1,DEMINDHECOA,COA,2069,1255.6416
RE1,DEMINDHECOA,COA,2070,1264.9431
RE1,DEMRESCKNBIO,BIO,2015,242.4683
RE1,DEMRESCKNBIO,BIO,2016,230.4989
RE1,DEMRESCKNBIO,BIO,2017,233.8925
RE1,DEMRESCKNBIO,BIO,2018,242.2782
RE1,DEMRESCKNBIO,BIO,2019,248.3444
RE1,DEMRESCKNBIO,BIO,2020,254.395
RE1,DEMRESCKNBIO,BIO,2021,258.8945
RE1,DEMRESCKNBIO,BIO,2022,263.3837
RE1,DEMRESCKNBIO,BIO,2023,267.8629
RE1,DEMRESCKNBIO,BIO,2024,272.3327
RE1,DEMRESCKNBIO,BIO,2025,276.7936
RE1,DEMRESCKNBIO,BIO,2026,281.6827
RE1,DEMRESCKNBIO,BIO,2027,286.5615
RE1,DEMRESCKNBIO,BIO,2028,291.4313
RE1,DEMRESCKNBIO,BIO,2029,296.2924
RE1,DEMRESCKNBIO,BIO,2030,301.1452
RE1,DEMRESCKNBIO,BIO,2031,305.5894
RE1,DEMRESCKNBIO,BIO,2032,310.0203
RE1,DEMRESCKNBIO,BIO,2033,314.4383
RE1,DEMRESCKNBIO,BIO,2034,318.8445
RE1,DEMRESCKNBIO,BIO,2035,323.2394
RE1,DEMRESCKNBIO,BIO,2036,327.064
RE1,DEMRESCKNBIO,BIO,2037,330.8821
RE1,DEMRESCKNBIO,BIO,2038,334.694
RE1,DEMRESCKNBIO,BIO,2039,338.5002
RE1,DEMRESCKNBIO,BIO,2040,342.3
RE1,DEMRESCKNBIO,BIO,2041,346.0942
RE1,DEMRESCKNBIO,BIO,2042,349.8844
RE1,DEMRESCKNBIO,BIO,2043,353.67
RE1,DEMRESCKNBIO,BIO,2044,357.4522
RE1,DEMRESCKNBIO,BIO,2045,361.2301
RE1,DEMRESCKNBIO,BIO,2046,364.0929
RE1,DEMRESCKNBIO,BIO,2047,366.9544
RE1,DEMRESCKNBIO,BIO,2048,369.8138
RE1,DEMRESCKNBIO,BIO,2049,372.672
RE1,DEMRESCKNBIO,BIO,2050,375.5281
RE1,DEMRESCKNBIO,BIO,2051,378.4552
RE1,DEMRESCKNBIO,BIO,2052,381.4049
RE1,DEMRESCKNBIO,BIO,2053,384.3773
RE1,DEMRESCKNBIO,BIO,2054,387.3733
RE1,DEMRESCKNBIO,BIO,2055,390.3926
RE1,DEMRESCKNBIO,BIO,2056,393.4352
RE1,DEMRESCKNBIO,BIO,2057,396.5014
RE1,DEMRESCKNBIO,BIO,2058,399.592
RE1,DEMRESCKNBIO,BIO,2059,402.7062
RE1,DEMRESCKNBIO,BIO,2060,405.8451
RE1,DEMRESCKNBIO,BIO,2061,409.0083
RE1,DEMRESCKNBIO,BIO,2062,412.1961
RE1,DEMRESCKNBIO,BIO,2063,415.4085
RE1,DEMRESCKNBIO,BIO,2064,418.6463
RE1,DEMRESCKNBIO,BIO,2065,421.9093
RE1,DEMRESCKNBIO,BIO,2066,425.1977
RE1,DEMRESCKNBIO,BIO,2067,428.5114
RE1,DEMRESCKNBIO,BIO,2068,431.8514
RE1,DEMRESCKNBIO,BIO,2069,435.2174
RE1,DEMRESCKNBIO,BIO,2070,438.6093
RE1,DEMRESCKNELC,ELC003,2015,7.3604
RE1,DEMRESCKNELC,ELC003,2016,6.9971
RE1,DEMRESCKNELC,ELC003,2017,7.1001
RE1,DEMRESCKNELC,ELC003,2018,7.3546
RE1,DEMRESCKNELC,ELC003,2019,6.9869
RE1,DEMRESCKNELC,ELC003,2020,6.6192
RE1,DEMRESCKNELC,ELC003,2021,6.2515
RE1,DEMRESCKNELC,ELC003,2022,5.8837
RE1,DEMRESCKNELC,ELC003,2023,5.516
RE1,DEMRESCKNELC,ELC003,2024,5.1483
RE1,DEMRESCKNELC,ELC003,2025,4.7805
RE1,DEMRESCKNELC,ELC003,2026,4.4128
RE1,DEMRESCKNELC,ELC003,2027,4.045
RE1,DEMRESCKNELC,ELC003,2028,3.6773
RE1,DEMRESCKNELC,ELC003,2029,3.3096
RE1,DEMRESCKNELC,ELC003,2030,2.9419
RE1,DEMRESCKNELC,ELC003,2031,2.5742
RE1,DEMRESCKNELC,ELC003,2032,2.2064
RE1,DEMRESCKNELC,ELC003,2033,1.8387
RE1,DEMRESCKNELC,ELC003,2034,1.4709
RE1,DEMRESCKNELC,ELC003,2035,1.1032
RE1,DEMRESCKNELC,ELC003,2036,0.7354
RE1,DEMRESCKNELC,ELC003,2037,0.3677
RE1,DEMRESCKNOIL,LFO,2015,135.16
RE1,DEMRESCKNOIL,LFO,2016,143.041
RE1,DEMRESCKNOIL,LFO,2017,140.8064
RE1,DEMRESCKNOIL,LFO,2018,135.2852
RE1,DEMRESCKNOIL,LFO,2019,132.3423
RE1,DEMRESCKNOIL,LFO,2020,129.4087
RE1,DEMRESCKNOIL,LFO,2021,127.4067
